"id","manu_code","manufile_manu_name","created_at","updated_at","row_creator_id","manufile_manu_code_an2","manufile_manu_code_an3","packed_cost_pcode_1","packed_cost_percent_1","packed_cost_pcode_2","packed_cost_percent_2","packed_cost_pcode_3","packed_cost_percent_3","packed_cost_pcode_4","packed_cost_percent_4","packed_cost_pcode_5","packed_cost_percent_5","packed_cost_pcode_6","packed_cost_percent_6","packed_cost_pcode_7","packed_cost_percent_7","packed_cost_pcode_8","packed_cost_percent_8","packed_cost_pcode_9","packed_cost_percent_9","packed_cost_pcode_10","packed_cost_percent_10","manufile_warranty_code_1","manufile_warranty_desc_1","manufile_warranty_length_1","manufile_warranty_period_1","manufile_warranty_code_2","manufile_warranty_desc_2","manufile_warranty_length_2","manufile_warranty_period_2","manufile_warranty_code_3","manufile_warranty_desc_3","manufile_warranty_length_3","manufile_warranty_period_3","manufile_warranty_code_4","manufile_warranty_desc_4","manufile_warranty_length_4","manufile_warranty_period_4","manufile_warranty_code_5","manufile_warranty_desc_5","manufile_warranty_length_5","manufile_warranty_period_5","manufile_warranty_code_6","manufile_warranty_desc_6","manufile_warranty_length_6","manufile_warranty_period_6","manufile_warranty_code_7","manufile_warranty_desc_7","manufile_warranty_length_7","manufile_warranty_period_7","manufile_warranty_code_8","manufile_warranty_desc_8","manufile_warranty_length_8","manufile_warranty_period_8","manufile_warranty_code_9","manufile_warranty_desc_9","manufile_warranty_length_9","manufile_warranty_period_9","manufile_warranty_code_10","manufile_warranty_desc_10","manufile_warranty_length_10","manufile_warranty_period_10","ht_etl_schema"
"217","KRA","KRANK","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KR","KRA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"218","KRZ","KRAZE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KR","KRZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"219","KTN","KATANA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KT","KTN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"220","KUS","KUSH","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KU","KUS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"221","KVR","KLEVER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KV","KVR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"222","KXW","KX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KX","KXW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"223","LAU","LAUFENN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LA","LAU",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"224","LET","LEAO TYRE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LE","LET",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"225","LEX","LEXANI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LE","LEX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"226","LIO","LION SPORT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LI","LIO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"227","LIZ","LIZETTI-ONE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LI","LIZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"228","LLP","LING LONG","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LL","LLP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"229","LLS","LEAO LION SPORT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LL","LLS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"230","LND","LANDSAIL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LN","LND",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"231","LNH","LIONHART","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LN","LNH",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"232","LRZ","LORENZO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LR","LRZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"233","LSL","LASAIL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LS","LSL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"234","LTD","LIMITED","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LT","LTD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"235","LUX","LUXXX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LU","LUX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"236","LVI","LANVIGATOR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LV","LVI",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"237","LXV","LX VIPER REP","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LX","LXV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"238","LZI","LIZETTIE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"LZ","LZI",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"239","MAC","MACH","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"240","MAN","MANDRUS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"241","MAR","MARS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"242","MAS","MASTER CRAFT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"243","MAX","MAX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"244","MAY","MAYHEM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"245","MAZ","MAZZINI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MA","MAZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"246","MBA","MAMBA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MB","MBA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"247","MBW","MOB WHEELS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MB","MBW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"248","MCL","MERCELI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MC","MCL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"249","MCW","MUD CLAWER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MC","MCW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"250","MDR","MODULAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MD","MDR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"251","MDS","MUDSTAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MD","MDS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"252","MHM","MAYHAM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MH","MHM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"253","MIR","MIRROR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MI","MIR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"254","MKW","MKW","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MK","MKW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"255","MLK","MILE KING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"ML","MLK",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"256","MLN","MICHELIN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"ML","MLN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"257","MMT","MOTO METAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MM","MMT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"258","MON","MONSTER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MO","MON",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"259","MPW","MPW","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MP","MPW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"260","MRD","MIRADA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MR","MRD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"261","MRQ","MARQUE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MR","MRQ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"262","MSA","MASSA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MS","MSA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"263","MSK","MYSTIKOL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MS","MSK",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"264","MSP","MS SPORT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MS","MSP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"265","MST","MILESTAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MS","MST",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"266","MSV","MASSIV","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MS","MSV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"267","MTG","MOTEGI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MT","MTG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"268","MTM","MULTI MILE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MT","MTM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"269","MTS","MICKY THOMPSON","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MT","MTS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"270","MTV","MOTIV","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MT","MTV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"271","MUD","MUDCHAMP","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MU","MUD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"272","MWR","MICHAEL WALTRIP RACING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MW","MWR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"273","MXM","MAXXIM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MX","MXM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"274","MXX","MAXXIS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MX","MXX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"275","MZI","MAZZI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MZ","MZI",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"276","MZO","MOZZO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MZ","MZO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"277","MZW","MONZA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"MZ","MZW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"278","NCH","NICHE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NC","NCH",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"279","NEX","NEXEN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NE","NEX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"280","NIT","NITRO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NI","NIT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"281","NKG","NANKANG","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NK","NKG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"282","NMX","V MAX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NM","NMX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"283","NNO","NANO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NN","NNO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"284","NOR","NOIR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NO","NOR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"285","NOV","NOVA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NO","NOV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"286","NOZ","NEOZ","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NO","NOZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"287","NSR","NS RACING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NS","NSR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"288","NSW","NS WHEELS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NS","NSW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"289","NTO","NITTO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NT","NTO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
